model_id,url,product_name,category,subcategory,prev_image,description,full_description,vendor,photos,video,specifications,status
1777984693,https://market.yandex.ru/product/1777984693/spec?sku=42167863,Мультифункциональный несмываемый спрей 150 мл,Красота,Маски и сыворотки,https://avatars.mds.yandex.net/get-mpic/5234569/img_id8057806066457887771.png/orig,Мультифункциональный несмываемый спрей 150 мл,Мультифункциональный несмываемый спрей 150 мл,Artego,"[{'url': 'https://avatars.mds.yandex.net/get-mpic/5234569/img_id8057806066457887771.png/orig'}, {'url': 'https://avatars.mds.yandex.net/get-mpic/5319505/img_id4928646601005206810.jpeg/orig'}]",,"[{'category': 'Основные характеристики', 'name': 'Объем', 'value': '150 мл'}, {'category': 'Основные характеристики', 'name': 'Страна', 'value': 'Италия'}, {'category': 'Основные характеристики', 'name': 'Средство', 'value': 'средство'}, {'category': 'Основные характеристики', 'name': 'Эффект', 'value': 'восстановление, облегчение расчесывания, придание блеска, разглаживание, увлажнение'}, {'category': 'Основные характеристики', 'name': 'Особенности', 'value': 'подходит для ежедневного использования'}, {'category': 'Основные характеристики', 'name': 'Не требует смывания', 'value': 'да'}, {'category': 'Основные характеристики', 'name': 'Страна бренда', 'value': 'Италия'}, {'category': 'Основные характеристики', 'name': 'Способ применения', 'value': 'нанести спрей на чистые влажные волосы по всей длине и уложить'}, {'category': 'Основные характеристики', 'name': 'Дополнительная информация', 'value': 'содержит масло камелии, масло цубаки, серицин'}, {'category': 'Дополнительно', 'name': 'Срок годности', 'value': '3 г.'}]",OK
